"","status","tempo_empresa","moradia","tempo_emprestimo","idade","estado_civil","registros","trabalho","despesas","renda","ativos","dividas","valor_emprestimo","preco_do_bem"
"2173","bom",13,"alugada",60,53,"separada(o)","não","fixo",57,222,4600,0,1000,2300
"2174","bom",4,"alugada",60,21,"solteira(o)","não","fixo",47,120,8000,0,2100,2100
"2175","bom",1,"alugada",60,24,"casada(o)","não","fixo",77,165,0,0,1500,1736
"2176","bom",25,"própria",48,44,"casada(o)","não","autônomo",75,250,20000,0,700,1100
"2177","ruim",10,"outras",12,31,"casada(o)","não","outros",90,65,0,0,225,375
"2178","bom",6,"pais",60,31,"casada(o)","sim","fixo",45,94,0,0,500,1418
"2179","ruim",0,"alugada",36,42,"solteira(o)","não","meio período",49,141,0,0,800,1165
"2180","bom",20,"priv",36,46,"casada(o)","não","fixo",60,150,2000,0,910,1128
"2181","ruim",0,"pais",36,23,"solteira(o)","sim","meio período",35,66,0,0,1000,1200
"2182","bom",4,"própria",60,64,"casada(o)","não","outros",45,82,8000,0,1000,1590
"2183","ruim",0,"própria",48,45,"casada(o)","não","fixo",90,156,5000,0,1350,1357
"2184","bom",12,"própria",60,40,"casada(o)","não","fixo",75,114,6000,192,1330,1935
"2185","bom",2,"própria",36,42,"casada(o)","não","meio período",75,92,3000,0,550,850
"2186","bom",3,"pais",60,31,"solteira(o)","não","meio período",35,NA,2000,0,1200,1661
"2187","ruim",2,"própria",30,32,"casada(o)","não","fixo",90,74,1500,0,500,650
"2188","bom",0,"própria",48,31,"casada(o)","não","fixo",75,178,5000,0,1100,1487
"2189","bom",3,"própria",12,57,"casada(o)","não","fixo",45,150,19000,1408,550,800
"2190","ruim",2,"pais",36,36,"casada(o)","não","autônomo",90,59,0,0,500,715
"2191","bom",4,"pais",60,26,"solteira(o)","não","autônomo",35,60,0,0,600,710
"2192","bom",5,"própria",48,32,"casada(o)","não","autônomo",75,110,9500,0,1195,1244
"2193","bom",20,"alugada",60,38,"casada(o)","não","fixo",75,150,0,0,1150,1450
"2194","bom",12,"pais",48,38,"separada(o)","não","fixo",35,154,0,0,1300,2094
"2195","bom",6,"própria",60,29,"casada(o)","não","fixo",60,220,15000,4500,1200,1256
"2196","bom",5,"pais",24,27,"solteira(o)","não","autônomo",35,115,10000,0,325,425
"2197","ruim",7,"alugada",60,38,"casada(o)","não","autônomo",90,NA,0,0,1370,1397
"2198","bom",1,"pais",60,30,"solteira(o)","não","fixo",35,113,0,0,930,955
"2199","ruim",1,"própria",48,33,"casada(o)","não","autônomo",60,198,3000,0,1800,2196
"2200","ruim",0,NA,48,37,"casada(o)","não","fixo",60,80,18000,0,900,975
"2201","bom",7,"alugada",60,60,"casada(o)","não","fixo",68,77,4000,0,800,1054
"2202","bom",8,"alugada",48,26,"casada(o)","não","autônomo",82,219,0,0,1400,1635
"2203","bom",1,"própria",48,42,"separada(o)","não","autônomo",75,310,3500,0,1300,1700
"2204","bom",20,"alugada",60,45,"casada(o)","sim","autônomo",93,175,1500,0,1500,1645
"2205","ruim",5,"própria",60,28,"casada(o)","sim","autônomo",75,NA,21500,0,2000,2700
"2206","bom",18,"própria",60,35,"casada(o)","não","fixo",75,179,7000,3200,1000,1455
"2207","bom",4,"pais",60,28,"divorciada(o)","não","fixo",35,185,0,0,1500,1797
"2208","bom",14,"própria",60,29,"casada(o)","não","fixo",60,210,8000,2500,1100,2050
"2209","bom",0,"alugada",60,25,"casada(o)","não","fixo",53,77,0,0,870,920
"2210","bom",30,"própria",36,52,"casada(o)","não","autônomo",45,33,3000,0,600,1011
"2211","ruim",0,"alugada",36,36,"casada(o)","não","meio período",82,70,3500,0,500,1350
"2212","ruim",1,"pais",60,23,"casada(o)","não","meio período",45,83,0,0,1140,1461
"2213","ruim",10,"própria",36,40,"casada(o)","não","autônomo",90,17,9000,0,450,550
"2214","bom",2,"própria",24,20,"solteira(o)","não","fixo",45,176,5000,0,700,1299
"2215","bom",1,"pais",48,23,"solteira(o)","não","fixo",35,65,0,0,400,1195
"2216","bom",1,"alugada",60,35,"casada(o)","não","meio período",83,76,10000,0,1000,1350
"2217","bom",19,NA,36,43,"casada(o)","não","fixo",75,110,2000,300,700,1553
"2218","ruim",8,"alugada",60,58,"casada(o)","sim","fixo",60,NA,0,0,1400,1996
"2219","bom",0,"própria",24,33,"separada(o)","não","fixo",35,170,3000,0,600,1589
"2220","ruim",5,"outras",60,42,"casada(o)","não","fixo",75,95,0,0,1000,1067
"2221","ruim",2,"própria",48,43,"casada(o)","não","meio período",60,95,4000,1300,700,975
"2222","ruim",0,"alugada",18,24,"solteira(o)","não","meio período",39,40,0,0,300,460
"2223","bom",12,"própria",60,34,"casada(o)","sim","fixo",75,165,5000,1500,1600,1682
"2224","ruim",1,"própria",60,46,"casada(o)","não","fixo",75,50,2000,0,750,1302
"2225","bom",14,"própria",60,45,"casada(o)","sim","fixo",60,164,4000,0,1050,1383
"2226","bom",2,"pais",48,25,"casada(o)","não","autônomo",60,150,0,0,1000,1300
"2227","ruim",1,"pais",12,26,"solteira(o)","não","meio período",35,NA,0,0,190,693
"2228","ruim",1,"outras",30,20,"solteira(o)","não","fixo",35,90,0,0,450,500
"2229","bom",3,"própria",60,30,"casada(o)","não","fixo",45,200,10000,2969,1650,1750
"2230","bom",1,"alugada",60,35,"viúva(o)","não","fixo",45,100,0,0,1250,1400
"2231","bom",22,"pais",36,38,"casada(o)","não","fixo",75,110,2000,0,780,1785
"2232","bom",30,"própria",48,59,"casada(o)","não","fixo",45,150,4000,0,660,933
"2233","ruim",2,"outras",24,37,"casada(o)","sim","autônomo",60,NA,0,0,1000,1795
"2234","bom",1,"pais",48,40,"casada(o)","não","fixo",75,121,0,0,1320,1600
"2235","bom",5,"alugada",48,34,"divorciada(o)","não","autônomo",57,120,9000,0,950,1290
"2236","bom",17,"própria",60,57,"casada(o)","não","fixo",60,106,4000,0,870,979
"2237","bom",14,"outras",48,46,"casada(o)","não","fixo",60,100,NA,NA,800,1651
"2238","bom",3,"alugada",36,23,"casada(o)","não","meio período",53,79,0,0,600,650
"2239","bom",1,"alugada",48,34,"solteira(o)","não","fixo",45,98,6000,800,900,980
"2240","bom",17,"própria",36,38,"casada(o)","não","autônomo",75,NA,19000,800,700,795
"2241","bom",35,"própria",60,52,"casada(o)","não","autônomo",45,90,14000,0,2900,4600
"2242","bom",1,"pais",48,22,"solteira(o)","não","fixo",35,210,0,0,1575,2082
"2243","bom",12,"própria",60,27,"casada(o)","não","fixo",60,160,2500,270,1400,1461
"2244","bom",2,"própria",60,27,"casada(o)","não","fixo",45,120,5000,400,1000,1140
"2245","bom",7,"outras",60,26,"casada(o)","sim","fixo",45,211,0,0,1400,1531
"2246","ruim",17,"própria",60,46,"casada(o)","sim","fixo",75,80,3000,0,900,1286
"2247","bom",1,"outras",60,23,"solteira(o)","não","meio período",35,70,0,0,1050,1190
"2248","bom",3,"própria",60,60,"casada(o)","sim","outros",45,67,10000,0,1000,1683
"2249","bom",7,"pais",60,27,"casada(o)","não","autônomo",45,71,0,0,1500,1800
"2250","bom",13,"alugada",60,36,"casada(o)","não","fixo",84,92,0,0,1200,1271
"2251","bom",15,"pais",24,46,"casada(o)","não","fixo",60,158,0,0,1000,1923
"2252","bom",0,"própria",12,65,"casada(o)","não","outros",60,115,3500,0,200,431
"2253","ruim",0,"alugada",24,30,"casada(o)","não","meio período",83,80,0,0,500,650
"2254","bom",5,"alugada",60,37,"casada(o)","não","fixo",93,176,0,0,1800,2450
"2255","bom",10,"própria",36,56,"casada(o)","sim","autônomo",90,321,26000,0,975,1576
"2256","bom",7,"própria",36,24,"casada(o)","não","fixo",60,112,3500,0,1100,1460
"2257","bom",2,"pais",36,20,"solteira(o)","não","autônomo",45,NA,0,0,1000,1310
"2258","ruim",0,"alugada",60,28,"casada(o)","não","fixo",53,75,0,0,1100,1168
"2259","bom",10,"própria",24,50,"casada(o)","não","autônomo",60,100,4000,0,700,1461
"2260","bom",2,"alugada",48,31,"solteira(o)","não","fixo",43,75,0,0,800,900
"2261","bom",12,"própria",48,51,"casada(o)","não","fixo",60,80,10000,0,1600,1661
"2262","bom",2,"alugada",60,30,"casada(o)","não","fixo",92,170,0,0,1300,1525
"2263","bom",20,"outras",60,62,"casada(o)","não","outros",75,140,0,0,1300,1371
"2264","ruim",0,"própria",60,38,"casada(o)","sim","meio período",75,120,3500,0,1500,1702
"2265","bom",12,"própria",60,50,"casada(o)","não","fixo",60,100,8000,0,1050,1657
"2266","bom",15,"própria",48,44,"casada(o)","não","fixo",60,200,3500,200,800,1218
"2267","ruim",0,"alugada",60,41,"casada(o)","sim","fixo",95,50,7000,4000,1600,1601
"2268","ruim",20,"priv",60,40,"casada(o)","não","fixo",75,83,3000,0,1300,1435
"2269","bom",5,"própria",60,37,"casada(o)","sim","autônomo",75,75,12000,0,900,1014
"2270","bom",18,"outras",48,50,"casada(o)","não","autônomo",75,62,5000,0,1700,2437
"2271","bom",6,"pais",60,24,"separada(o)","não","fixo",45,220,3000,0,1600,1700
"2272","bom",5,"própria",36,46,"casada(o)","não","autônomo",60,100,4000,0,1100,1897
"2273","bom",11,"alugada",24,26,"solteira(o)","não","fixo",59,137,2500,0,350,1158
"2274","bom",1,"alugada",48,27,"solteira(o)","não","fixo",45,97,0,0,850,1000
"2275","bom",22,"própria",24,46,"casada(o)","não","fixo",60,100,10500,0,900,1635
"2276","bom",2,"priv",48,34,"casada(o)","não","fixo",90,170,6000,0,1280,1879
"2277","ruim",6,"própria",36,42,"casada(o)","não","fixo",105,151,48000,0,1635,1635
"2278","ruim",0,"própria",36,21,"solteira(o)","sim","meio período",35,115,2000,0,700,900
"2279","bom",15,"outras",48,60,"casada(o)","não","fixo",60,153,0,0,450,1188
"2280","ruim",0,"outras",60,42,"casada(o)","sim","fixo",165,NA,0,0,1300,1750
"2281","bom",14,"alugada",60,46,"casada(o)","não","autônomo",67,67,0,0,1500,2250
"2282","ruim",6,"outras",24,23,"solteira(o)","sim","fixo",35,135,0,0,250,250
"2283","bom",5,"alugada",48,29,"casada(o)","não","fixo",78,177,4000,0,700,960
"2284","ruim",2,"pais",48,28,"separada(o)","não","autônomo",35,140,0,0,1000,1100
"2285","bom",14,"alugada",48,43,"casada(o)","não","fixo",54,85,2000,0,500,800
"2286","bom",26,"própria",48,42,"casada(o)","não","fixo",60,95,6500,0,1180,1442
"2287","bom",0,"pais",36,32,"solteira(o)","não","fixo",35,119,3000,0,1000,1345
"2288","bom",29,"própria",12,53,"casada(o)","não","fixo",45,145,27000,0,500,1230
"2289","bom",4,"alugada",48,28,"solteira(o)","não","fixo",45,100,0,0,750,954
"2290","bom",4,"própria",24,55,"casada(o)","não","autônomo",90,200,4500,0,800,1230
"2291","bom",20,"própria",6,59,"casada(o)","não","autônomo",60,NA,NA,0,500,1402
"2292","ruim",8,"própria",60,40,"casada(o)","sim","fixo",75,96,4000,1700,2050,2050
"2293","bom",1,"outras",60,20,"solteira(o)","não","fixo",35,85,0,0,850,1618
"2294","ruim",20,"própria",60,44,"casada(o)","sim","autônomo",75,60,3000,0,1500,1912
"2295","ruim",5,"própria",60,39,"casada(o)","sim","autônomo",90,152,6000,0,1250,1600
"2296","bom",15,"própria",36,55,"casada(o)","não","autônomo",75,70,14000,600,600,850
"2297","bom",2,"alugada",36,31,"solteira(o)","não","outros",35,NA,0,0,525,800
"2298","bom",7,"própria",60,33,"casada(o)","não","autônomo",75,138,4000,0,1400,2035
"2299","bom",10,"própria",60,41,"casada(o)","não","fixo",75,187,2500,0,1150,1250
"2300","bom",21,"outras",60,45,"viúva(o)","não","fixo",45,110,0,0,650,1584
"2301","ruim",2,"alugada",18,38,"casada(o)","não","meio período",90,148,0,0,300,400
"2302","bom",0,"própria",36,41,"casada(o)","não","fixo",75,89,5500,0,1000,1670
"2303","bom",12,"alugada",60,36,"casada(o)","não","fixo",56,106,0,0,1200,1823
"2304","ruim",3,"pais",48,26,"casada(o)","não","autônomo",35,NA,3500,0,150,816
"2305","ruim",11,"própria",48,34,"casada(o)","sim","fixo",90,198,4500,0,1650,2165
"2306","ruim",2,"própria",60,53,"casada(o)","não","outros",60,40,5000,0,850,884
"2307","bom",22,"própria",12,45,"casada(o)","não","fixo",60,100,3000,0,400,1531
"2308","bom",7,"própria",48,37,"casada(o)","não","fixo",75,145,6000,0,1250,1650
"2309","ruim",2,"própria",60,29,"casada(o)","sim","fixo",60,80,4000,0,1000,1248
"2310","bom",20,"própria",48,45,"casada(o)","não","autônomo",90,NA,30000,0,1100,2500
"2311","bom",7,"própria",36,33,"casada(o)","não","fixo",45,208,4000,0,500,1288
"2312","ruim",14,"alugada",36,43,"casada(o)","sim","fixo",96,212,0,0,600,750
"2313","bom",7,"própria",18,40,"casada(o)","sim","fixo",75,169,4000,400,400,1717
"2314","bom",8,"priv",48,22,"casada(o)","não","fixo",45,120,2500,1200,880,882
"2315","bom",21,"alugada",36,42,"separada(o)","sim","fixo",53,180,0,0,850,950
"2316","ruim",1,"alugada",48,41,"casada(o)","não","meio período",89,136,0,0,1070,1378
"2317","bom",1,"própria",12,28,"casada(o)","não","meio período",45,130,18000,2500,400,2575
"2318","bom",14,"própria",60,35,"casada(o)","não","fixo",75,205,5000,0,1350,1442
"2319","bom",2,"outras",36,26,"casada(o)","não","fixo",35,148,4000,0,700,1300
"2320","bom",3,"pais",60,25,"solteira(o)","não","fixo",35,174,0,0,1000,1252
"2321","bom",14,"própria",60,54,"casada(o)","não","fixo",60,90,5000,0,800,1517
"2322","bom",3,"priv",36,26,"casada(o)","não","autônomo",60,68,5000,90,900,1501
"2323","ruim",0,"outras",36,22,"solteira(o)","não","fixo",35,NA,0,0,800,800
"2324","bom",10,"alugada",48,26,"solteira(o)","não","fixo",52,169,2000,0,1000,1242
"2325","ruim",2,"pais",60,34,"solteira(o)","sim","meio período",35,103,0,0,1250,1293
"2326","bom",3,"alugada",48,32,"casada(o)","não","fixo",57,121,0,0,1200,1952
"2327","ruim",10,"alugada",36,40,"casada(o)","não","fixo",115,100,0,0,375,375
"2328","bom",1,"própria",42,35,"casada(o)","não","fixo",75,54,6000,0,1000,1900
"2329","bom",22,"alugada",60,47,"casada(o)","não","fixo",56,114,0,0,1000,1163
"2330","bom",11,"própria",60,26,"casada(o)","não","fixo",45,81,4000,1800,1000,1206
"2331","ruim",1,"própria",24,51,"casada(o)","sim","autônomo",180,NA,65000,0,1500,1753
"2332","bom",0,"pais",48,31,"solteira(o)","não","meio período",35,65,2500,0,1000,1560
"2333","bom",17,"própria",36,43,"casada(o)","não","fixo",60,250,9000,0,1000,1204
"2334","bom",12,"própria",36,45,"casada(o)","não","fixo",90,90,30000,0,750,1374
"2335","bom",10,"alugada",48,33,"casada(o)","não","fixo",100,103,0,0,950,1541
"2336","bom",10,"alugada",36,31,"casada(o)","não","fixo",61,164,5000,0,1000,1440
"2337","bom",0,"pais",24,29,"solteira(o)","não","outros",35,NA,0,0,600,1243
"2338","ruim",1,"outras",48,28,"casada(o)","sim","fixo",60,129,0,0,1300,1608
"2339","bom",4,"alugada",60,25,"solteira(o)","não","fixo",50,150,0,0,1500,2600
"2340","bom",1,"pais",30,22,"solteira(o)","não","fixo",35,80,4000,0,600,850
"2341","bom",11,"própria",60,33,"viúva(o)","não","fixo",45,90,8000,0,850,1105
"2342","bom",5,"outras",60,31,"casada(o)","não","fixo",75,95,2000,0,1100,1388
"2343","ruim",7,"pais",60,24,"solteira(o)","não","fixo",35,92,0,0,1618,1618
"2344","bom",0,"própria",18,39,"casada(o)","não","fixo",75,47,3500,0,350,1236
"2345","bom",17,"própria",36,42,"casada(o)","não","fixo",45,115,4000,0,700,1631
"2346","bom",1,"própria",60,49,"casada(o)","não","meio período",60,115,4000,0,1870,2622
"2347","bom",20,"própria",60,49,"casada(o)","não","fixo",60,130,4000,0,1100,1738
"2348","bom",22,"priv",60,36,"casada(o)","não","fixo",75,190,3500,0,1300,1579
"2349","bom",6,"própria",48,34,"casada(o)","não","autônomo",90,NA,4500,0,1100,1192
"2350","ruim",4,"pais",36,22,"solteira(o)","não","fixo",35,58,1000,0,400,525
"2351","bom",0,"própria",36,65,"casada(o)","não","outros",45,75,5000,0,400,935
"2352","bom",7,"própria",24,39,"casada(o)","não","fixo",75,260,10000,0,400,1100
"2353","bom",24,"própria",24,47,"casada(o)","não","fixo",75,136,4000,0,435,935
"2354","bom",18,"pais",60,32,"casada(o)","não","fixo",75,152,5000,0,1400,1640
"2355","bom",0,"pais",60,25,"casada(o)","não","outros",45,209,2000,0,900,1436
"2356","bom",20,"própria",60,41,"casada(o)","não","fixo",75,186,8000,50,900,1700
"2357","ruim",3,"pais",60,41,"solteira(o)","sim","fixo",35,90,0,0,949,949
"2358","ruim",0,"própria",60,23,"casada(o)","não","fixo",45,120,4000,1000,1200,1476
"2359","bom",2,"própria",60,29,"casada(o)","não","fixo",60,110,2000,0,1020,1648
"2360","ruim",0,"própria",60,39,"casada(o)","sim","autônomo",45,80,6000,0,1100,1131
"2361","bom",7,"própria",48,42,"casada(o)","não","fixo",60,132,8000,720,1000,1350
"2362","bom",3,"própria",24,27,"casada(o)","não","fixo",45,245,14000,0,500,2070
"2363","bom",10,"própria",48,34,"casada(o)","não","autônomo",75,200,19000,0,750,1590
"2364","bom",3,"pais",24,29,"solteira(o)","não","fixo",35,66,0,0,300,525
"2365","ruim",9,"própria",36,43,"casada(o)","sim","autônomo",75,NA,12000,0,1700,1730
"2366","bom",30,"própria",48,60,"casada(o)","não","autônomo",60,6,16000,0,1200,1636
"2367","bom",3,"própria",18,24,"casada(o)","não","meio período",45,185,3500,0,600,925
"2368","bom",30,"outras",60,46,"casada(o)","não","fixo",60,144,NA,0,1350,1478
"2369","ruim",15,"própria",48,50,"casada(o)","não","fixo",60,NA,5000,0,1800,2417
"2370","bom",10,"alugada",48,28,"casada(o)","não","fixo",56,108,0,0,1100,1684
"2371","bom",1,"alugada",24,24,"casada(o)","não","meio período",50,50,0,0,350,400
"2372","bom",4,"pais",60,23,"solteira(o)","não","fixo",35,80,10000,0,1000,1559
"2373","bom",7,"própria",12,51,"casada(o)","não","autônomo",75,120,5000,0,250,375
"2374","bom",6,"pais",36,29,"casada(o)","não","fixo",105,168,14000,0,650,679
"2375","bom",14,"própria",60,41,"casada(o)","não","fixo",75,183,4000,1100,1500,2730
"2376","bom",1,"pais",60,24,"solteira(o)","não","fixo",35,90,0,0,800,994
"2377","bom",25,"própria",48,51,"casada(o)","não","fixo",75,156,3000,0,700,1172
"2378","bom",8,"própria",36,31,"separada(o)","não","fixo",35,102,3000,0,1000,1364
"2379","ruim",5,"própria",60,26,"solteira(o)","sim","autônomo",35,142,5500,3800,950,977
"2380","bom",8,"própria",54,31,"casada(o)","não","fixo",75,280,14000,7000,850,1050
"2381","bom",20,"própria",60,54,"casada(o)","não","fixo",60,195,15000,0,900,1430
"2382","ruim",2,"alugada",36,23,"solteira(o)","não","fixo",43,79,0,0,900,1000
"2383","bom",18,"priv",36,45,"casada(o)","não","fixo",45,220,20000,0,800,1600
"2384","bom",10,"própria",36,39,"casada(o)","não","fixo",90,122,3000,0,500,1472
"2385","ruim",2,"pais",36,39,"casada(o)","sim","fixo",60,87,0,0,2000,2300
"2386","bom",20,"pais",48,37,"solteira(o)","não","fixo",35,114,0,0,1200,2472
"2387","ruim",20,"alugada",48,45,"solteira(o)","não","autônomo",35,NA,0,0,900,1300
"2388","bom",7,"priv",60,24,"solteira(o)","não","fixo",35,187,4000,2400,1400,1480
"2389","ruim",0,NA,48,23,"casada(o)","não","meio período",45,26,NA,NA,1350,1562
"2390","ruim",3,"própria",60,39,"casada(o)","não","autônomo",75,491,90000,0,4000,6700
"2391","bom",22,"própria",36,45,"casada(o)","não","fixo",75,250,10000,0,500,1026
"2392","bom",10,"alugada",60,38,"casada(o)","sim","fixo",110,204,0,0,1500,1531
"2393","bom",20,"alugada",24,40,"casada(o)","não","fixo",77,165,0,0,500,1532
"2394","bom",20,"própria",36,36,"casada(o)","sim","fixo",75,130,3500,0,1500,2000
"2395","bom",2,"pais",24,26,"solteira(o)","não","fixo",35,79,0,0,590,894
"2396","bom",22,"alugada",36,51,"solteira(o)","sim","autônomo",35,NA,0,0,350,950
"2397","bom",7,"própria",60,34,"separada(o)","não","fixo",35,96,8000,0,850,1213
"2398","bom",5,"própria",60,39,"casada(o)","não","autônomo",75,85,4000,0,1200,1463
"2399","ruim",2,"alugada",48,37,"separada(o)","sim","autônomo",35,NA,0,0,2000,3900
"2400","ruim",13,"alugada",60,50,"solteira(o)","não","fixo",42,66,0,0,800,865
"2401","bom",17,"outras",60,46,"casada(o)","não","fixo",75,155,0,0,2000,2086
"2402","bom",8,"própria",24,46,"casada(o)","não","autônomo",75,NA,15000,0,1000,1603
"2403","bom",0,"própria",12,22,"casada(o)","não","outros",75,100,50000,8000,900,2327
"2404","ruim",0,"pais",36,35,"casada(o)","não","autônomo",75,NA,0,0,1450,1500
"2405","bom",6,"alugada",36,31,"separada(o)","não","fixo",49,140,0,0,550,999
"2406","bom",4,"própria",24,32,"casada(o)","não","meio período",45,158,5500,0,500,1839
"2407","bom",20,"priv",48,40,"casada(o)","não","fixo",75,144,7000,0,500,980
"2408","bom",38,"alugada",12,66,"casada(o)","não","fixo",79,340,0,0,700,1568
"2409","bom",26,"alugada",60,50,"casada(o)","não","fixo",85,250,0,0,1000,1297
"2410","bom",3,"própria",12,30,"casada(o)","não","fixo",60,296,4500,2000,200,1338
"2411","ruim",5,"pais",48,24,"solteira(o)","não","meio período",35,139,2000,0,1000,1492
"2412","bom",12,"própria",60,28,"casada(o)","sim","fixo",75,110,3500,1394,900,1082
"2413","ruim",1,"pais",24,23,"solteira(o)","não","meio período",35,70,0,0,500,640
"2414","bom",4,"própria",60,41,"casada(o)","não","fixo",45,87,6500,0,1100,1670
"2415","ruim",13,"priv",60,38,"casada(o)","não","fixo",90,108,1500,30,1400,1410
"2416","bom",1,"pais",36,21,"casada(o)","não","fixo",45,90,2000,0,1200,1350
"2417","bom",5,"pais",60,21,"solteira(o)","não","fixo",45,56,0,0,1400,2067
"2418","bom",10,"alugada",36,46,"casada(o)","não","fixo",114,235,0,0,500,1531
"2419","ruim",1,"pais",60,36,"casada(o)","não","meio período",60,60,0,0,1400,1612
"2420","bom",3,"alugada",36,20,"solteira(o)","não","meio período",58,225,0,0,1500,2050
"2421","ruim",5,"alugada",60,40,"casada(o)","sim","autônomo",54,89,0,0,1200,1457
"2422","ruim",2,"priv",36,32,"casada(o)","não","fixo",75,80,2500,0,1300,1813
"2423","ruim",19,"alugada",60,37,"separada(o)","sim","fixo",41,63,0,0,2700,2957
"2424","bom",1,"própria",60,52,"casada(o)","não","fixo",60,250,3000,0,1550,1850
"2425","bom",5,"priv",24,32,"separada(o)","não","autônomo",35,143,8000,0,600,1350
"2426","bom",7,"alugada",60,30,"casada(o)","não","fixo",42,73,0,0,950,1169
"2427","bom",25,"alugada",60,48,"casada(o)","não","fixo",103,126,3500,0,1450,1575
"2428","bom",11,"própria",36,32,"casada(o)","não","fixo",60,101,12000,2400,965,1265
"2429","ruim",27,"própria",60,58,"casada(o)","não","autônomo",60,60,15000,0,1450,1657
"2430","bom",19,"própria",60,56,"casada(o)","não","fixo",45,169,7000,0,1400,1714
"2431","ruim",2,"alugada",48,48,"casada(o)","sim","outros",109,193,0,0,1140,1143
"2432","bom",5,"alugada",24,41,"separada(o)","não","fixo",44,90,0,0,550,1319
"2433","bom",10,"pais",24,40,"casada(o)","não","meio período",60,116,2000,0,480,620
"2434","ruim",1,"pais",48,21,"solteira(o)","não","meio período",35,60,0,0,1350,1601
"2435","bom",6,"pais",48,24,"solteira(o)","não","fixo",35,107,6500,1172,1000,1200
"2436","bom",22,"própria",18,57,"casada(o)","sim","fixo",45,150,6000,0,500,1727
"2437","ruim",0,"alugada",48,54,"casada(o)","não","autônomo",135,NA,0,0,2000,2476
"2438","ruim",6,"pais",36,31,"solteira(o)","sim","autônomo",35,319,0,0,1200,1730
"2439","bom",3,"outras",36,40,"casada(o)","não","fixo",60,90,NA,0,400,1661
"2440","bom",2,"própria",12,32,"casada(o)","não","autônomo",45,122,5000,500,350,625
"2441","bom",1,"pais",60,30,"casada(o)","não","autônomo",60,93,0,0,1600,1647
"2442","bom",18,"própria",36,42,"casada(o)","não","fixo",75,121,2000,150,900,1633
"2443","bom",2,"pais",24,23,"solteira(o)","não","meio período",35,93,2500,0,230,670
"2444","bom",17,"alugada",48,36,"casada(o)","não","fixo",61,162,0,0,1000,1641
"2445","ruim",0,"alugada",48,42,"casada(o)","não","meio período",75,NA,0,0,1300,1400
"2446","bom",2,"pais",36,24,"casada(o)","sim","autônomo",45,NA,0,0,1000,2223
"2447","bom",9,"própria",60,53,"casada(o)","não","autônomo",60,51,8000,3000,1450,1970
"2448","bom",11,"alugada",60,29,"casada(o)","não","fixo",74,135,0,0,1000,1097
"2449","ruim",3,"própria",48,53,"casada(o)","não","outros",75,60,NA,NA,1500,1637
"2450","bom",2,"pais",60,23,"solteira(o)","não","fixo",35,106,0,0,820,1097
"2451","bom",32,"pais",42,53,"casada(o)","não","autônomo",60,160,0,0,200,829
"2452","ruim",8,"pais",60,28,"solteira(o)","sim","fixo",35,76,0,0,1300,1550
"2453","ruim",1,"própria",60,40,"casada(o)","não","fixo",45,NA,3000,180,1700,1777
"2454","bom",24,"outras",60,40,"casada(o)","não","fixo",45,115,0,0,1250,1461
"2455","ruim",1,"pais",30,23,"solteira(o)","não","autônomo",35,60,0,0,800,1452
"2456","bom",15,"alugada",48,55,"viúva(o)","não","fixo",62,173,0,0,1100,1467
"2457","bom",24,"própria",48,48,"casada(o)","não","fixo",75,90,3000,0,400,975
"2458","ruim",5,"alugada",36,48,"casada(o)","não","autônomo",97,365,0,0,1300,1736
"2459","ruim",1,"outras",36,44,"casada(o)","sim","fixo",60,154,2500,0,2000,2500
"2460","ruim",0,"pais",36,29,"separada(o)","não","autônomo",35,NA,0,0,650,975
"2461","ruim",4,"alugada",60,46,"casada(o)","não","autônomo",70,100,0,0,2400,2500
"2462","bom",0,"pais",36,23,"solteira(o)","não","fixo",35,70,0,0,900,1210
"2463","bom",2,"outras",48,29,"solteira(o)","não","fixo",35,75,0,0,650,824
"2464","bom",25,"própria",60,63,"casada(o)","sim","autônomo",60,60,47500,3360,1000,1162
"2465","bom",17,"alugada",24,40,"casada(o)","sim","fixo",58,128,0,0,700,982
"2466","bom",14,"pais",48,37,"casada(o)","sim","fixo",60,120,0,0,1000,1189
"2467","ruim",0,"outras",60,23,"solteira(o)","não","fixo",35,NA,0,0,700,969
"2468","bom",15,"própria",36,49,"casada(o)","não","fixo",75,113,8000,0,1050,1055
"2469","ruim",16,"alugada",60,40,"casada(o)","não","autônomo",82,71,0,0,2000,2250
"2470","bom",16,"própria",36,40,"casada(o)","sim","fixo",90,120,6000,0,900,1150
"2471","bom",1,"pais",36,23,"solteira(o)","não","fixo",35,55,5000,0,775,925
"2472","bom",15,"própria",36,42,"solteira(o)","não","fixo",35,90,5000,3000,1000,1243
"2473","bom",5,"própria",60,35,"casada(o)","não","autônomo",45,NA,NA,0,700,768
"2474","bom",5,"alugada",48,28,"casada(o)","sim","fixo",60,154,3000,0,825,1661
"2475","ruim",0,"própria",48,39,"casada(o)","não","autônomo",60,16,3000,0,850,1053
"2476","bom",1,"própria",36,36,"casada(o)","não","autônomo",75,416,8000,0,3875,5175
"2477","bom",13,"pais",48,28,"casada(o)","não","fixo",90,105,0,0,1200,1590
"2478","bom",10,"alugada",36,38,"casada(o)","não","fixo",66,210,0,0,500,1171
"2479","bom",2,"própria",60,33,"casada(o)","não","fixo",35,146,8000,2000,1000,1844
